Postnr.;Bynavn;Gade;Firma;Provins;Land
1727;Kõbenhavn V;Asger Rygs Gade;;False;1
1728;Kõbenhavn V;Skjalm Hvides Gade;;False;1
1729;Kõbenhavn V;Sigerstedgade;;False;1
1730;Kõbenhavn V;Knud Lavards Gade;;False;1
1731;Kõbenhavn V;Erik Ejegods Gade;;False;1
1732;Kõbenhavn V;Bodilsgade;;False;1
1733;Kõbenhavn V;Palnatokesgade;;False;1
1734;Kõbenhavn V;Heilsgade;;False;1
1735;Kõbenhavn V;Rõddinggade;;False;1
1736;Kõbenhavn V;Bevtoftgade;;False;1
1737;Kõbenhavn V;Bustrupgade;;False;1
1738;Kõbenhavn V;Stenderupgade;;False;1
1739;Kõbenhavn V;Enghave Passage;;False;1
1749;Kõbenhavn V;Rahbeks AllÇ 3-11;;False;1
1750;Kõbenhavn V;Vesterfëlledvej 1-9 og 2-56;;False;1
1751;Kõbenhavn V;Sundevedsgade;;False;1
1752;Kõbenhavn V;Tõndergade;;False;1
1753;Kõbenhavn V;Ballumgade;;False;1
1754;Kõbenhavn V;Hedebygade;;False;1
1755;Kõbenhavn V;Mõgeltõndergade;;False;1
1756;Kõbenhavn V;Amerikavej;;False;1
1757;Kõbenhavn V;Trõjborggade;;False;1
1758;Kõbenhavn V;Lyrskovgade;;False;1
1759;Kõbenhavn V;Rejsbygade;;False;1
1760;Kõbenhavn V;Ny Carlsberg Vej 1-37 og 2-66;;False;1
1761;Kõbenhavn V;Ejderstedgade;;False;1
1762;Kõbenhavn V;Slesvigsgade;;False;1
1763;Kõbenhavn V;Dannevirkegade;;False;1
1764;Kõbenhavn V;Alsgade;;False;1
1765;Kõbenhavn V;Angelgade;;False;1
1766;Kõbenhavn V;Slien;;False;1
1770;Kõbenhavn V;Carstensgade;;False;1
1771;Kõbenhavn V;Lundbyesgade;;False;1
1772;Kõbenhavn V;Ernst Meyers Gade;;False;1
1773;Kõbenhavn V;Bissensgade;;False;1
1774;Kõbenhavn V;KÅchlersgade;;False;1
1775;Kõbenhavn V;Freundsgade;;False;1
1777;Kõbenhavn V;Jerichausgade;;False;1
1780;Kõbenhavn V;;Erhvervskunder;False;1
1782;Kõbenhavn V;Ufrankerede svarforsendelser;;False;1
1785;Kõbenhavn V;RÜdhuspladsen 33 og 37;Politiken og Ekstrabladet;False;1
1786;Kõbenhavn V;Vesterbrogade 8;Nordea;False;1
1787;Kõbenhavn V;H.C. Andersens Boulevard 18;Dansk Industri;False;1
1790;Kõbenhavn V;;Erhvervskunder;False;1
1799;Kõbenhavn V;Bag Elefanterne;;False;1
1799;Kõbenhavn V;Banevolden 2;;False;1
1799;Kõbenhavn V;BjerregÜrdsvej 5 og 7;;False;1
1799;Kõbenhavn V;Bryggernes Plads;;False;1
1799;Kõbenhavn V;Gamle Carlsberg Vej;;False;1
1799;Kõbenhavn V;Kammasvej 2, 4 og 6;;False;1
1799;Kõbenhavn V;Ny Carlsberg Vej fra 39 og fra 68;;False;1
1799;Kõbenhavn V;Ottilia Jacobsens Plads;;False;1
1799;Kõbenhavn V;Pasteursvej;;False;1
1799;Kõbenhavn V;Rahbeks AllÇ 13-15;;False;1
1799;Kõbenhavn V;Valby Langgade 1;;False;1
1799;Kõbenhavn V;Vesterfëlledvej 58-110;;False;1
1800;Frederiksberg C;Vesterbrogade 161-191 og 162-208;;False;1
1801;Frederiksberg C;Rahbeks Alle 2-36;;False;1
1802;Frederiksberg C;Halls Alle;;False;1
1803;Frederiksberg C;Brõndsteds Alle;;False;1
1804;Frederiksberg C;BakkegÜrds Alle;;False;1
1805;Frederiksberg C;Kammasvej 3;;False;1
1806;Frederiksberg C;Jacobys Alle;;False;1
1807;Frederiksberg C;Schlegels Alle;;False;1
1808;Frederiksberg C;Asmussens Alle;;False;1
1809;Frederiksberg C;Frydendalsvej;;False;1
1810;Frederiksberg C;Platanvej;;False;1
1811;Frederiksberg C;AsgÜrdsvej;;False;1
1812;Frederiksberg C;Kochsvej;;False;1
1813;Frederiksberg C;Henrik Ibsens Vej;;False;1
1814;Frederiksberg C;Carit Etlars Vej;;False;1
1815;Frederiksberg C;Paludan MÅllers Vej;;False;1
1816;Frederiksberg C;Engtoftevej;;False;1
1817;Frederiksberg C;Carl Bernhards Vej;;False;1
1818;Frederiksberg C;Kingosgade 11-17 og 8-10;;False;1
1819;Frederiksberg C;Vërnedamsvej ulige nr.;;False;1
1820;Frederiksberg C;Frederiksberg Alle 15-63 og 2-104;;False;1
1822;Frederiksberg C;Boyesgade lige nr.;;False;1
1823;Frederiksberg C;Haveselskabetsvej;;False;1
1824;Frederiksberg C;Sankt Thomas Alle;;False;1
1825;Frederiksberg C;Hauchsvej;;False;1
1826;Frederiksberg C;Alhambravej;;False;1
1827;Frederiksberg C;Mynstersvej;;False;1
1828;Frederiksberg C;Martensens Alle;;False;1
1829;Frederiksberg C;Madvigs Alle;;False;1
1835;Frederiksberg C;Postboks;;False;1
1850;Frederiksberg C;Gammel Kongevej 85-179 og 60-178;;False;1
1851;Frederiksberg C;Nyvej;;False;1
1852;Frederiksberg C;Amicisvej;;False;1
1853;Frederiksberg C;Maglekildevej;;False;1
1854;Frederiksberg C;Dr. Priemes Vej;;False;1
1855;Frederiksberg C;Hollëndervej;;False;1
1856;Frederiksberg C;Edisonsvej;;False;1
1857;Frederiksberg C;Hortensiavej;;False;1
1860;Frederiksberg C;Christian Winthers Vej;;False;1
1861;Frederiksberg C;Sagasvej;;False;1
1862;Frederiksberg C;Rathsacksvej;;False;1
1863;Frederiksberg C;Ceresvej;;False;1
1864;Frederiksberg C;Grundtvigsvej;;False;1
1865;Frederiksberg C;Grundtvigs Sidevej;;False;1
1866;Frederiksberg C;Henrik Steffens Vej;;False;1
1867;Frederiksberg C;Acaciavej;;False;1
1868;Frederiksberg C;Bianco Lunos Alle;;False;1
1870;Frederiksberg C;BÅlowsvej;;False;1
1871;Frederiksberg C;Thorvaldsensvej;;False;1
1872;Frederiksberg C;Bomhoffs Have;;False;1
1873;Frederiksberg C;Helenevej;;False;1
1874;Frederiksberg C;Harsdorffsvej;;False;1
1875;Frederiksberg C;Amalievej;;False;1
1876;Frederiksberg C;Kastanievej;;False;1
1877;Frederiksberg C;Lindevej;;False;1
1878;Frederiksberg C;Uraniavej;;False;1
1879;Frederiksberg C;H.C. ùrsteds Vej;;False;1
1900;Frederiksberg C;Vodroffsvej;;False;1
1901;Frederiksberg C;TÜrnborgvej;;False;1
1902;Frederiksberg C;Lykkesholms Alle;;False;1
1903;Frederiksberg C;Sankt Knuds Vej;;False;1
1904;Frederiksberg C;ForhÜbningsholms Alle;;False;1
1905;Frederiksberg C;Svanholmsvej;;False;1
1906;Frederiksberg C;Schõnbergsgade;;False;1
1908;Frederiksberg C;Prinsesse Maries Alle;;False;1
1909;Frederiksberg C;Vodroffs Tvërgade;;False;1
1910;Frederiksberg C;Danasvej;;False;1
1911;Frederiksberg C;Niels Ebbesens Vej;;False;1
1912;Frederiksberg C;Svend Trõsts Vej;;False;1
1913;Frederiksberg C;Carl Plougs Vej;;False;1
1914;Frederiksberg C;Vodroffslund;;False;1
1915;Frederiksberg C;Danas Plads;;False;1
1916;Frederiksberg C;Norsvej;;False;1
1917;Frederiksberg C;Sveasvej;;False;1
1920;Frederiksberg C;Forchhammersvej;;False;1
1921;Frederiksberg C;Sankt Markus Plads;;False;1
1922;Frederiksberg C;Sankt Markus Alle;;False;1
1923;Frederiksberg C;Johnstrups Alle;;False;1
1924;Frederiksberg C;Steenstrups Alle;;False;1
1925;Frederiksberg C;Julius Thomsens Plads;;False;1
1926;Frederiksberg C;Martinsvej;;False;1
1927;Frederiksberg C;Suomisvej;;False;1
1928;Frederiksberg C;Filippavej;;False;1
1931;Frederiksberg C;Ufrankerede svarforsendelser ;;False;1
1950;Frederiksberg C;Hostrupsvej;;False;1
1951;Frederiksberg C;Christian Richardts Vej;;False;1
1952;Frederiksberg C;Falkonervënget;;False;1
1953;Frederiksberg C;Sankt Nikolaj Vej;;False;1
1954;Frederiksberg C;Hostrups Have;;False;1
1955;Frederiksberg C;Dr. Abildgaards Alle;;False;1
1956;Frederiksberg C;L.I. Brandes Alle;;False;1
1957;Frederiksberg C;N.J. Fjords Alle;;False;1
1958;Frederiksberg C;Rolighedsvej;;False;1
1959;Frederiksberg C;FalkonergÜrdsvej;;False;1
1960;Frederiksberg C;èboulevard 15-55;;False;1
1961;Frederiksberg C;J.M. Thieles Vej;;False;1
1962;Frederiksberg C;Fuglevangsvej;;False;1
1963;Frederiksberg C;Bille Brahes Vej;;False;1
1964;Frederiksberg C;Ingemannsvej;;False;1
1965;Frederiksberg C;Erik Menveds Vej;;False;1
1966;Frederiksberg C;Steenwinkelsvej;;False;1
1967;Frederiksberg C;SvanemosegÜrdsvej;;False;1
1970;Frederiksberg C;Rosenõrns Alle 1-67 og 22-70;;False;1
1971;Frederiksberg C;Adolph Steens Alle;;False;1
1972;Frederiksberg C;Worsaaesvej;;False;1
1973;Frederiksberg C;Jakob Dannefërds Vej;;False;1
1974;Frederiksberg C;Julius Thomsens Gade ulige nr.;;False;1
2000;Frederiksberg;;;False;1
2100;Kõbenhavn ù;;;False;1
2150;Nordhavn;;;False;1
2200;Kõbenhavn N;;;False;1
2300;Kõbenhavn S;;;False;1
2400;Kõbenhavn NV;;;False;1
2412;Grõnland;Post til Julemanden;;;
2450;Kõbenhavn SV;;;False;1
2500;Valby;;;False;1
2600;Glostrup;;;True;1
2605;Brõndby;;;True;1
2610;Rõdovre;;;True;1
2620;Albertslund;;;True;1
2625;Vallensbëk;;;True;1
2630;Taastrup;;;True;1
2635;Ishõj;;;True;1
2640;Hedehusene;;;True;1
2644;Spejdernes Lejr 2022;;Landslejr Hedeland 2021;False;1
2650;Hvidovre;;;True;1
2660;Brõndby Strand;;;True;1
2665;Vallensbëk Strand;;;True;1
2670;Greve;;;True;1
2680;Solrõd Strand;;;True;1
2690;Karlslunde;;;True;1
2700;Brõnshõj;;;False;1
2720;Vanlõse;;;False;1
2730;Herlev;;;True;1
2740;Skovlunde;;;True;1
2750;Ballerup;;;True;1
2760;MÜlõv;;;True;1
2765;Smõrum;;;True;1
2770;Kastrup;;;True;1
2791;Dragõr;;;True;1
2800;Kongens Lyngby;;;True;1
2820;Gentofte;;;True;1
2830;Virum;;;True;1
2840;Holte;;;True;1
2850;Nërum;;;True;1
2860;Sõborg;;;True;1
2870;DyssegÜrd;;;True;1
2880;Bagsvërd;;;True;1
2900;Hellerup;;;True;1
2920;Charlottenlund;;;True;1
2930;Klampenborg;;;True;1
2942;Skodsborg;;;True;1
2950;Vedbëk;;;True;1
2960;Rungsted Kyst;;;True;1
2970;Hõrsholm;;;True;1
2980;Kokkedal;;;True;1
2990;NivÜ;;;True;1
3000;Helsingõr;;;True;1
3050;Humlebëk;;;True;1
3060;Espergërde;;;True;1
3070;Snekkersten;;;True;1
3080;Tikõb;;;True;1
3100;Hornbëk;;;True;1
3120;Dronningmõlle;;;True;1
3140;èlsgÜrde;;;True;1
3150;Hellebëk;;;True;1
3200;Helsinge;;;True;1
3210;Vejby;;;True;1
3220;Tisvildeleje;;;True;1
3230;Grësted;;;True;1
3250;Gilleleje;;;True;1
3300;Frederiksvërk;;;True;1
3310;ùlsted;;;True;1
3320;Skëvinge;;;True;1
3330;Gõrlõse;;;True;1
3360;Liseleje;;;True;1
3370;Melby;;;True;1
3390;Hundested;;;True;1
3400;Hillerõd;;;True;1
3450;Allerõd;;;True;1
3460;Birkerõd;;;True;1
3480;Fredensborg;;;True;1
3490;KvistgÜrd;;;True;1
3500;Vërlõse;;;True;1
3520;Farum;;;True;1
3540;Lynge;;;True;1
3550;Slangerup;;;True;1
3600;Frederikssund;;;True;1
3630;Jëgerspris;;;True;1
3650;ùlstykke;;;True;1
3660;Stenlõse;;;True;1
3670;Veksõ Sjëlland;;;True;1
3700;Rõnne;;;True;1
3720;Aakirkeby;;;True;1
3730;Nexõ;;;True;1
3740;Svaneke;;;True;1
3751;ùstermarie;;;True;1
3760;Gudhjem;;;True;1
3770;Allinge;;;True;1
3782;Klemensker;;;True;1
3790;Hasle;;;True;1
4000;Roskilde;;;True;1
4030;Tune;;;True;1
4040;Jyllinge;;;True;1
4050;Skibby;;;True;1
4060;Kirke SÜby;;;True;1
4070;Kirke Hyllinge;;;True;1
4100;Ringsted;;;True;1
4129;Ringsted;Ufrankerede svarforsendelser;;True;1
4130;Viby Sjëlland;;;True;1
4140;Borup;;;True;1
4160;Herlufmagle;;;True;1
4171;Glumsõ;;;True;1
4173;Fjenneslev;;;True;1
4174;Jystrup Midtsj;;;True;1
4180;Sorõ;;;True;1
4190;Munke Bjergby;;;True;1
4200;Slagelse;;;True;1
4220;Korsõr;;;True;1
4230;Skëlskõr;;;True;1
4241;Vemmelev;;;True;1
4242;Boeslunde;;;True;1
4243;Rude;;;True;1
4244;Agersõ;;;True;1
4245;Omõ;;;True;1
4250;Fuglebjerg;;;True;1
4261;Dalmose;;;True;1
4262;Sandved;;;True;1
4270;Hõng;;;True;1
4281;Gõrlev;;;True;1
4291;Ruds Vedby;;;True;1
4293;Dianalund;;;True;1
4295;Stenlille;;;True;1
4296;Nyrup;;;True;1
4300;Holbëk;;;True;1
4305;Orõ;;;True;1
4320;Lejre;;;True;1
4330;Hvalsõ;;;True;1
4340;Tõllõse;;;True;1
4350;Ugerlõse;;;True;1
4360;Kirke Eskilstrup;;;True;1
4370;Store Merlõse;;;True;1
4390;Vipperõd;;;True;1
4400;Kalundborg;;;True;1
4420;Regstrup;;;True;1
4440;Mõrkõv;;;True;1
4450;Jyderup;;;True;1
4460;Snertinge;;;True;1
4470;Svebõlle;;;True;1
4480;Store Fuglede;;;True;1
4490;Jerslev Sjëlland;;;True;1
4500;Nykõbing Sj;;;True;1
4520;Svinninge;;;True;1
4532;Gislinge;;;True;1
4534;Hõrve;;;True;1
4540;FÜrevejle;;;True;1
4550;Asnës;;;True;1
4560;Vig;;;True;1
4571;Grevinge;;;True;1
4572;Nõrre Asmindrup;;;True;1
4573;Hõjby;;;True;1
4581;Rõrvig;;;True;1
4583;Sjëllands Odde;;;True;1
4591;Fõllenslev;;;True;1
4592;Sejerõ;;;True;1
4593;Eskebjerg;;;True;1
4600;Kõge;;;True;1
4621;Gadstrup;;;True;1
4622;Havdrup;;;True;1
4623;Lille Skensved;;;True;1
4632;Bjëverskov;;;True;1
4640;Faxe;;;True;1
4652;HÜrlev;;;True;1
4653;Karise;;;True;1
4654;Faxe Ladeplads;;;True;1
4660;Store Heddinge;;;True;1
4671;Strõby;;;True;1
4672;Klippinge;;;True;1
4673;Rõdvig Stevns;;;True;1
4681;Herfõlge;;;True;1
4682;Tureby;;;True;1
4683;Rõnnede;;;True;1
4684;Holmegaard;;;True;1
4690;Haslev;;;True;1
4700;Nëstved;;;True;1
4720;Prëstõ;;;True;1
4733;Tappernõje;;;True;1
4735;Mern;;;True;1
4736;Karrebëksminde;;;True;1
4750;Lundby;;;True;1
4760;Vordingborg;;;True;1
4771;Kalvehave;;;True;1
4772;Langebëk;;;True;1
4773;Stensved;;;True;1
4780;Stege;;;True;1
4791;Borre;;;True;1
4792;Askeby;;;True;1
4793;Bogõ By;;;True;1
4800;Nykõbing F;;;True;1
4840;Nõrre Alslev;;;True;1
4850;Stubbekõbing;;;True;1
4862;Guldborg;;;True;1
4863;Eskilstrup;;;True;1
4871;Horbelev;;;True;1
4872;Idestrup;;;True;1
4873;Vëggerlõse;;;True;1
4874;Gedser;;;True;1
4880;Nysted;;;True;1
4891;Toreby L;;;True;1
4892;Kettinge;;;True;1
4894;ùster Ulslev;;;True;1
4895;Errindlev;;;True;1
4900;Nakskov;;;True;1
4912;Harpelunde;;;True;1
4913;Horslunde;;;True;1
4920;Sõllested;;;True;1
4930;Maribo;;;True;1
4941;Bandholm;;;True;1
4942;Askõ og Lilleõ;;;True;1
4943;Torrig L;;;True;1
4944;Fejõ;;;True;1
4945;Femõ;;;True;1
4951;Nõrreballe;;;True;1
4952;Stokkemarke;;;True;1
4953;Vesterborg;;;True;1
4960;Holeby;;;True;1
4970;Rõdby;;;True;1
4983;Dannemare;;;True;1
4990;Sakskõbing;;;True;1
4992;Midtsjëlland USF P;Ufrankerede svarforsendelser;;True;1
5000;Odense C;;;True;1
5029;Odense C;Ufrankerede svarforsendelser;;True;1
5100;Odense C;Postboks;;True;1
5200;Odense V;;;True;1
5210;Odense NV;;;True;1
5220;Odense Sù;;;True;1
5230;Odense M;;;True;1
5240;Odense Nù;;;True;1
5250;Odense SV;;;True;1
5260;Odense S;;;True;1
5270;Odense N;;;True;1
5290;Marslev;;;True;1
5300;Kerteminde;;;True;1
5320;Agedrup;;;True;1
5330;Munkebo;;;True;1
5350;Rynkeby;;;True;1
5370;Mesinge;;;True;1
5380;Dalby;;;True;1
5390;Martofte;;;True;1
5400;Bogense;;;True;1
5450;Otterup;;;True;1
5462;Morud;;;True;1
5463;Harndrup;;;True;1
5464;Brenderup Fyn;;;True;1
5466;Asperup;;;True;1
5471;Sõndersõ;;;True;1
5474;Veflinge;;;True;1
5485;Skamby;;;True;1
5491;Blommenslyst;;;True;1
5492;Vissenbjerg;;;True;1
5500;Middelfart;;;True;1
5540;Ullerslev;;;True;1
5550;Langeskov;;;True;1
5560;Aarup;;;True;1
5580;Nõrre Aaby;;;True;1
5591;Gelsted;;;True;1
5592;Ejby;;;True;1
5600;Faaborg;;;True;1
5601;Lyõ;;;True;1
5602;Avernakõ;;;True;1
5603;Bjõrnõ;;;True;1
5610;Assens;;;True;1
5620;Glamsbjerg;;;True;1
5631;Ebberup;;;True;1
5642;Millinge;;;True;1
5672;Broby;;;True;1
5683;Haarby;;;True;1
5690;Tommerup;;;True;1
5700;Svendborg;;;True;1
5750;Ringe;;;True;1
5762;Vester Skerninge;;;True;1
5771;Stenstrup;;;True;1
5772;Kvërndrup;;;True;1
5792;èrslev;;;True;1
5800;Nyborg;;;True;1
5853;ùrbëk;;;True;1
5854;Gislev;;;True;1
5856;Ryslinge;;;True;1
5863;Ferritslev Fyn;;;True;1
5871;Frõrup;;;True;1
5874;Hesselager;;;True;1
5881;SkÜrup Fyn;;;True;1
5882;Vejstrup;;;True;1
5883;Oure;;;True;1
5884;Gudme;;;True;1
5892;Gudbjerg Sydfyn;;;True;1
5900;Rudkõbing;;;True;1
5932;Humble;;;True;1
5935;Bagenkop;;;True;1
5943;Strynõ;;;True;1
5953;Tranekër;;;True;1
5960;Marstal;;;True;1
5965;Birkholm;;;True;1
5970;írõskõbing;;;True;1
5985;Sõby írõ;;;True;1
6000;Kolding;;;True;1
6040;Egtved;;;True;1
6051;Almind;;;True;1
6052;Viuf;;;True;1
6064;Jordrup;;;True;1
6070;Christiansfeld;;;True;1
6091;Bjert;;;True;1
6092;Sõnder Stenderup;;;True;1
6093;Sjõlund;;;True;1
6094;Hejls;;;True;1
6100;Haderslev;;;True;1
6200;Aabenraa;;;True;1
6210;Barsõ;;;True;1
6230;Rõdekro;;;True;1
6240;Lõgumkloster;;;True;1
6261;Bredebro;;;True;1
6270;Tõnder;;;True;1
6280;Hõjer;;;True;1
6300;GrÜsten;;;True;1
6310;Broager;;;True;1
6320;Egernsund;;;True;1
6330;Padborg;;;True;1
6340;KrusÜ;;;True;1
6360;Tinglev;;;True;1
6372;Bylderup-Bov;;;True;1
6392;Bolderslev;;;True;1
6400;Sõnderborg;;;True;1
6430;Nordborg;;;True;1
6440;Augustenborg;;;True;1
6470;Sydals;;;True;1
6500;Vojens;;;True;1
6510;Gram;;;True;1
6520;Toftlund;;;True;1
6534;Agerskov;;;True;1
6535;Branderup J;;;True;1
6541;Bevtoft;;;True;1
6560;Sommersted;;;True;1
6580;Vamdrup;;;True;1
6600;Vejen;;;True;1
6621;Gesten;;;True;1
6622;Bëkke;;;True;1
6623;Vorbasse;;;True;1
6630;Rõdding;;;True;1
6640;Lunderskov;;;True;1
6650;Brõrup;;;True;1
6660;Lintrup;;;True;1
6670;Holsted;;;True;1
6682;Hovborg;;;True;1
6683;Fõvling;;;True;1
6690;Gõrding;;;True;1
6700;Esbjerg;;;True;1
6701;Esbjerg;Postboks;;True;1
6705;Esbjerg ù;;;True;1
6710;Esbjerg V;;;True;1
6715;Esbjerg N;;;True;1
6720;Fanõ;;;True;1
6731;Tjëreborg;;;True;1
6740;Bramming;;;True;1
6752;Glejbjerg;;;True;1
6753;Agerbëk;;;True;1
6760;Ribe;;;True;1
6771;Gredstedbro;;;True;1
6780;Skërbëk;;;True;1
6792;Rõmõ;;;True;1
6800;Varde;;;True;1
6818;èrre;;;True;1
6823;Ansager;;;True;1
6830;Nõrre Nebel;;;True;1
6840;Oksbõl;;;True;1
6851;Janderup Vestj;;;True;1
6852;Billum;;;True;1
6853;Vejers Strand;;;True;1
6854;Henne;;;True;1
6855;Outrup;;;True;1
6857;BlÜvand;;;True;1
6862;Tistrup;;;True;1
6870;ùlgod;;;True;1
6880;Tarm;;;True;1
6893;Hemmet;;;True;1
6900;Skjern;;;True;1
6920;Videbëk;;;True;1
6933;Kibëk;;;True;1
6940;Lem St;;;True;1
6950;Ringkõbing;;;True;1
6960;Hvide Sande;;;True;1
6971;Spjald;;;True;1
6973;ùrnhõj;;;True;1
6980;Tim;;;True;1
6990;Ulfborg;;;True;1
7000;Fredericia;;;True;1
7007;Fredericia;;Sydjyllands Postcenter + erhvervskunder;True;1
7017;Taulov Pakkecenter;;(Returpakker);True;1
7018;Pakker TLP;;(Returpakker);True;1
7029;Fredericia;Ufrankerede svarforsendelser;;True;1
7080;Bõrkop;;;True;1
7100;Vejle;;;True;1
7120;Vejle ùst;;;True;1
7130;Juelsminde;;;True;1
7140;Stouby;;;True;1
7150;Barrit;;;True;1
7160;Tõrring;;;True;1
7171;Uldum;;;True;1
7173;Vonge;;;True;1
7182;Bredsten;;;True;1
7183;Randbõl;;;True;1
7184;Vandel;;;True;1
7190;Billund;;;True;1
7200;Grindsted;;;True;1
7250;Hejnsvig;;;True;1
7260;Sõnder Omme;;;True;1
7270;Stakroge;;;True;1
7280;Sõnder Felding;;;True;1
7300;Jelling;;;True;1
7321;Gadbjerg;;;True;1
7323;Give;;;True;1
7330;Brande;;;True;1
7361;Ejstrupholm;;;True;1
7362;Hampen;;;True;1
7400;Herning;;;True;1
7429;Herning;Ufrankerede svarforsendelser;;True;1
7430;Ikast;;;True;1
7441;Bording;;;True;1
7442;Engesvang;;;True;1
7451;Sunds;;;True;1
7470;Karup J;;;True;1
7480;Vildbjerg;;;True;1
7490;Aulum;;;True;1
7500;Holstebro;;;True;1
7540;Haderup;;;True;1
7550;Sõrvad;;;True;1
7560;Hjerm;;;True;1
7570;Vemb;;;True;1
7600;Struer;;;True;1
7620;Lemvig;;;True;1
7650;Bõvlingbjerg;;;True;1
7660;Bëkmarksbro;;;True;1
7673;Harboõre;;;True;1
7680;Thyborõn;;;True;1
7700;Thisted;;;True;1
7730;Hanstholm;;;True;1
7741;Frõstrup;;;True;1
7742;Veslõs;;;True;1
7752;Snedsted;;;True;1
7755;Bedsted Thy;;;True;1
7760;Hurup Thy;;;True;1
7770;Vestervig;;;True;1
7790;Thyholm;;;True;1
7800;Skive;;;True;1
7830;Vinderup;;;True;1
7840;Hõjslev;;;True;1
7850;Stoholm Jyll;;;True;1
7860;Spõttrup;;;True;1
7870;Roslev;;;True;1
7884;Fur;;;True;1
7900;Nykõbing M;;;True;1
7950;Erslev;;;True;1
7960;Karby;;;True;1
7970;Redsted M;;;True;1
7980;Vils;;;True;1
7990;ùster Assels;;;True;1
7992;Sydjylland/Fyn USF P;Ufrankerede svarforsendelser;;True;1
7993;Sydjylland/Fyn USF B;Ufrankerede svarforsendelser;;True;1
7996;Fakturaservice;;(Post til scanning);True;1
7997;Fakturascanning;;(Post til scanning);True;1
7998;Statsservice;;(Post til scanning);True;1
7999;Kommunepost;;(Post til scanning);True;1
8000;Aarhus C;;;True;1
8100;Aarhus C;Postboks;;True;1
8200;Aarhus N;;;True;1
8210;Aarhus V;;;True;1
8220;Brabrand;;;True;1
8229;Risskov ù;Ufrankerede svarforsendelser;;True;1
8230;èbyhõj;;;True;1
8240;Risskov;;;True;1
8245;Risskov ù;;ùstjyllands Postcenter + erhvervskunder;True;1
8250;EgÜ;;;True;1
8260;Viby J;;;True;1
8270;Hõjbjerg;;;True;1
8300;Odder;;;True;1
8305;Samsõ;;;True;1
8310;Tranbjerg J;;;True;1
8320;MÜrslet;;;True;1
8330;Beder;;;True;1
8340;Malling;;;True;1
8350;Hundslund;;;True;1
8355;Solbjerg;;;True;1
8361;Hasselager;;;True;1
8362;Hõrning;;;True;1
8370;Hadsten;;;True;1
8380;Trige;;;True;1
8381;Tilst;;;True;1
8382;Hinnerup;;;True;1
8400;Ebeltoft;;;True;1
8410;Rõnde;;;True;1
8420;Knebel;;;True;1
8444;Balle;;;True;1
8450;Hammel;;;True;1
8462;Harlev J;;;True;1
8464;Galten;;;True;1
8471;Sabro;;;True;1
8472;Sporup;;;True;1
8500;Grenaa;;;True;1
8520;Lystrup;;;True;1
8530;Hjortshõj;;;True;1
8541;Skõdstrup;;;True;1
8543;Hornslet;;;True;1
8544;Mõrke;;;True;1
8550;RyomgÜrd;;;True;1
8560;Kolind;;;True;1
8570;Trustrup;;;True;1
8581;Nimtofte;;;True;1
8585;Glesborg;;;True;1
8586;ùrum Djurs;;;True;1
8592;Anholt;;;True;1
8600;Silkeborg;;;True;1
8620;Kjellerup;;;True;1
8632;Lemming;;;True;1
8641;Sorring;;;True;1
8643;Ans By;;;True;1
8653;Them;;;True;1
8654;Bryrup;;;True;1
8660;Skanderborg;;;True;1
8670;LÜsby;;;True;1
8680;Ry;;;True;1
8700;Horsens;;;True;1
8721;DaugÜrd;;;True;1
8722;Hedensted;;;True;1
8723;Lõsning;;;True;1
8732;HovedgÜrd;;;True;1
8740;Brëdstrup;;;True;1
8751;Gedved;;;True;1
8752;ùstbirk;;;True;1
8762;Flemming;;;True;1
8763;Rask Mõlle;;;True;1
8765;Klovborg;;;True;1
8766;Nõrre Snede;;;True;1
8781;Stenderup;;;True;1
8783;Hornsyld;;;True;1
8789;Endelave;;;True;1
8799;Tunõ;;;True;1
8800;Viborg;;;True;1
8830;Tjele;;;True;1
8831;Lõgstrup;;;True;1
8832;Skals;;;True;1
8840;Rõdkërsbro;;;True;1
8850;Bjerringbro;;;True;1
8860;Ulstrup;;;True;1
8870;LangÜ;;;True;1
8881;Thorsõ;;;True;1
8882;FÜrvang;;;True;1
8883;Gjern;;;True;1
8900;Randers C;;;True;1
8920;Randers NV;;;True;1
8930;Randers Nù;;;True;1
8940;Randers SV;;;True;1
8950;ùrsted;;;True;1
8960;Randers Sù;;;True;1
8961;AllingÜbro;;;True;1
8963;Auning;;;True;1
8970;Havndal;;;True;1
8981;Spentrup;;;True;1
8983;Gjerlev J;;;True;1
8990;FÜrup;;;True;1
9000;Aalborg;;;True;1
9029;Aalborg;Ufrankerede svarforsendelser;;True;1
9100;Aalborg;Postboks;;True;1
9200;Aalborg SV;;;True;1
9210;Aalborg Sù;;;True;1
9220;Aalborg ùst;;;True;1
9230;Svenstrup J;;;True;1
9240;Nibe;;;True;1
9260;Gistrup;;;True;1
9270;Klarup;;;True;1
9280;Storvorde;;;True;1
9293;Kongerslev;;;True;1
9300;Sëby;;;True;1
9310;Vodskov;;;True;1
9320;Hjallerup;;;True;1
9330;Dronninglund;;;True;1
9340;Asaa;;;True;1
9352;Dybvad;;;True;1
9362;Gandrup;;;True;1
9370;Hals;;;True;1
9380;Vestbjerg;;;True;1
9381;Sulsted;;;True;1
9382;Tylstrup;;;True;1
9400;Nõrresundby;;;True;1
9430;Vadum;;;True;1
9440;Aabybro;;;True;1
9460;Brovst;;;True;1
